x: 0.678748, y: 1.246018, inside_circle: no
x: 1.197076, y: 1.101139, inside_circle: no
x: -0.552434, y: -1.192403, inside_circle: no
x: 1.156434, y: -0.936730, inside_circle: no
x: 0.474044, y: -0.822281, inside_circle: yes
x: -0.589932, y: 1.487968, inside_circle: no
x: 1.168981, y: 0.053849, inside_circle: no
x: 0.004389, y: 0.142054, inside_circle: yes
x: -1.182885, y: -1.400508, inside_circle: no
x: 0.941680, y: -1.056406, inside_circle: no
x: 0.800842, y: 0.950454, inside_circle: no
x: 0.367873, y: 1.325624, inside_circle: no
x: 0.431031, y: 0.182821, inside_circle: yes
x: -1.067125, y: -0.212630, inside_circle: no
x: -0.632532, y: 0.631569, inside_circle: yes
x: -0.289315, y: -0.689623, inside_circle: yes
x: -0.685131, y: -1.064417, inside_circle: no
x: 1.419951, y: 0.625564, inside_circle: no
x: -0.028551, y: -0.491302, inside_circle: yes
x: 1.320582, y: 0.721976, inside_circle: no
x: -0.892492, y: 0.922080, inside_circle: no
x: -0.937935, y: 1.176949, inside_circle: no
x: -0.335636, y: -0.643494, inside_circle: yes
x: -0.830400, y: 0.318604, inside_circle: yes
x: 0.832845, y: 0.965682, inside_circle: no
x: -1.012900, y: 1.163076, inside_circle: no
x: 0.392676, y: 0.120340, inside_circle: yes
x: 0.717263, y: 0.495251, inside_circle: yes
x: 0.882118, y: -0.053924, inside_circle: yes
x: -0.498628, y: 1.251037, inside_circle: no
x: -0.133337, y: 0.962504, inside_circle: yes
x: 0.916885, y: 1.254498, inside_circle: no
x: -0.338983, y: -0.926988, inside_circle: yes
x: 0.675640, y: -0.574138, inside_circle: yes
x: 0.105137, y: -0.085280, inside_circle: yes
x: 1.290802, y: 0.602706, inside_circle: no
x: 0.091398, y: -0.076353, inside_circle: yes
x: 0.384217, y: -1.026311, inside_circle: no
x: -1.425670, y: -1.226893, inside_circle: no
x: 1.232055, y: 1.365825, inside_circle: no
x: 0.230948, y: 0.760310, inside_circle: yes
x: -0.253330, y: -0.872099, inside_circle: yes
x: -1.145716, y: 0.129250, inside_circle: no
x: 1.012305, y: -1.269974, inside_circle: no
x: 0.741563, y: 0.735481, inside_circle: no
x: 1.437743, y: 0.513692, inside_circle: no
x: 1.305557, y: 0.626598, inside_circle: no
x: -1.374709, y: -0.420309, inside_circle: no
x: 1.245865, y: -1.081092, inside_circle: no
x: 1.089742, y: 0.310069, inside_circle: no
x: -0.789644, y: -0.425280, inside_circle: yes
x: -0.616697, y: 0.421853, inside_circle: yes
x: 1.417883, y: -0.170614, inside_circle: no
x: -0.534967, y: 0.131384, inside_circle: yes
x: -0.828947, y: 0.635665, inside_circle: no
x: -1.294362, y: -0.996195, inside_circle: no
x: -0.114233, y: -1.023973, inside_circle: no
x: 0.501649, y: -1.008411, inside_circle: no
x: -1.404811, y: 0.456031, inside_circle: no
x: 0.333524, y: -0.136598, inside_circle: yes
x: -0.832239, y: -0.580805, inside_circle: no
x: 0.233621, y: 0.531820, inside_circle: yes
x: -0.024952, y: 0.900180, inside_circle: yes
x: -1.465867, y: -0.212971, inside_circle: no
x: 1.242857, y: -1.432856, inside_circle: no
x: -1.260920, y: 1.417529, inside_circle: no
x: 0.035397, y: 0.237458, inside_circle: yes
x: 1.065760, y: -0.256955, inside_circle: no
x: -1.458292, y: 1.345551, inside_circle: no
x: 0.824170, y: 1.451527, inside_circle: no
x: -1.394749, y: -1.162613, inside_circle: no
x: -0.479165, y: -0.912299, inside_circle: no
x: 1.424137, y: -0.005536, inside_circle: no
x: -1.072511, y: 0.654051, inside_circle: no
x: 1.456721, y: 0.174195, inside_circle: no
x: 0.522506, y: 0.133781, inside_circle: yes
x: -1.346976, y: -1.323895, inside_circle: no
x: -0.966568, y: -0.324767, inside_circle: no
x: 0.042697, y: 0.526335, inside_circle: yes
x: -0.701272, y: -0.476195, inside_circle: yes
x: -0.501776, y: -1.181389, inside_circle: no
x: -1.173399, y: 0.348994, inside_circle: no
x: 0.737640, y: 1.423233, inside_circle: no
x: 0.007666, y: -1.263483, inside_circle: no
x: -0.671318, y: -1.082863, inside_circle: no
x: -0.718440, y: -1.281209, inside_circle: no
x: 0.171011, y: 0.165644, inside_circle: yes
x: -0.149688, y: -0.772640, inside_circle: yes
x: 1.117229, y: -0.527723, inside_circle: no
x: 0.242934, y: -0.927836, inside_circle: yes
x: -0.504506, y: -0.501605, inside_circle: yes
x: 0.916799, y: 0.926409, inside_circle: no
x: -0.324128, y: -1.169704, inside_circle: no
x: -1.329660, y: -1.148200, inside_circle: no
x: -0.036910, y: -1.469071, inside_circle: no
x: -0.542303, y: -1.059249, inside_circle: no
x: -0.807898, y: -0.128143, inside_circle: yes
x: -1.088809, y: -0.004662, inside_circle: no
x: 0.849975, y: 0.573457, inside_circle: no
x: 0.056406, y: -0.429739, inside_circle: yes
x: -1.421657, y: -0.641064, inside_circle: no
x: 1.230904, y: 1.104628, inside_circle: no
x: -0.715951, y: -0.288286, inside_circle: yes
x: -0.007168, y: -0.514452, inside_circle: yes
x: -1.148228, y: -0.808152, inside_circle: no
x: -1.369953, y: -0.657077, inside_circle: no
x: 0.956239, y: -1.175390, inside_circle: no
x: 1.182305, y: -1.450420, inside_circle: no
x: 1.256021, y: -0.181552, inside_circle: no
x: -0.808371, y: 0.084506, inside_circle: yes
x: -1.121121, y: -0.149788, inside_circle: no
x: -0.374707, y: 1.217625, inside_circle: no
x: 0.040393, y: 1.441715, inside_circle: no
x: 1.391876, y: 1.221680, inside_circle: no
x: 1.226179, y: -0.720232, inside_circle: no
x: -0.945871, y: -0.735902, inside_circle: no
x: -0.180759, y: -0.403906, inside_circle: yes
x: -0.336420, y: -0.874848, inside_circle: yes
x: -0.895768, y: 0.761173, inside_circle: no
x: 0.311135, y: -0.347681, inside_circle: yes
x: -1.349016, y: 1.016751, inside_circle: no
x: 0.103596, y: 0.703389, inside_circle: yes
x: -1.413752, y: -0.983582, inside_circle: no
x: 0.569121, y: 1.418440, inside_circle: no
x: -0.806493, y: -0.650861, inside_circle: no
x: -1.138224, y: 0.249241, inside_circle: no
x: -0.155885, y: -0.451541, inside_circle: yes
x: -1.125107, y: 0.338432, inside_circle: no
x: 1.467916, y: 1.316952, inside_circle: no
x: 1.476498, y: -0.917666, inside_circle: no
x: 0.638592, y: 0.354754, inside_circle: yes
x: 0.916647, y: 1.271808, inside_circle: no
x: -0.702363, y: 0.904864, inside_circle: no
x: 0.971681, y: 0.157124, inside_circle: yes
x: -1.294987, y: -1.021683, inside_circle: no
x: 0.146122, y: 0.486752, inside_circle: yes
x: -0.001708, y: 0.144279, inside_circle: yes
x: -0.918016, y: -0.931775, inside_circle: no
x: -0.459933, y: 0.882003, inside_circle: yes
x: -1.211782, y: 0.245924, inside_circle: no
x: 0.727154, y: 0.428065, inside_circle: yes
x: 1.092230, y: -0.546110, inside_circle: no
x: 0.347927, y: -0.250175, inside_circle: yes
x: -0.724416, y: -0.499069, inside_circle: yes
x: 0.249138, y: -0.573212, inside_circle: yes
x: 0.730956, y: 0.572219, inside_circle: yes
x: -0.908424, y: 1.180178, inside_circle: no
x: 0.604224, y: -0.164367, inside_circle: yes
x: 0.105032, y: 0.630412, inside_circle: yes
x: -1.484623, y: 1.499683, inside_circle: no
x: 0.159734, y: -1.242169, inside_circle: no
x: 0.986252, y: -0.610231, inside_circle: no
x: 0.983169, y: -0.771858, inside_circle: no
x: 0.377457, y: 1.174623, inside_circle: no
x: -1.390754, y: 0.530615, inside_circle: no
x: 1.033901, y: 0.938921, inside_circle: no
x: 1.045906, y: -0.943356, inside_circle: no
x: 0.726677, y: 1.082667, inside_circle: no
x: -0.347420, y: 1.263039, inside_circle: no
x: -0.114444, y: 0.245827, inside_circle: yes
x: 0.712704, y: -0.106606, inside_circle: yes
x: 0.899604, y: 0.436808, inside_circle: no
x: -1.396057, y: 0.931989, inside_circle: no
x: -1.462729, y: 0.465347, inside_circle: no
x: -1.306723, y: 0.115051, inside_circle: no
x: 0.073600, y: -0.229830, inside_circle: yes
x: 1.063876, y: 0.988252, inside_circle: no
x: 0.639624, y: -1.073250, inside_circle: no
x: -1.034532, y: 0.930369, inside_circle: no
x: -0.645640, y: 0.521451, inside_circle: yes
x: -0.546976, y: -0.296598, inside_circle: yes
x: -1.419546, y: -0.970772, inside_circle: no
x: -1.490245, y: 0.815827, inside_circle: no
x: -0.312946, y: 1.129750, inside_circle: no
x: -0.416104, y: 0.912570, inside_circle: no
x: 0.394919, y: 0.889783, inside_circle: yes
x: -0.972104, y: -0.151730, inside_circle: yes
x: 0.451324, y: -0.630827, inside_circle: yes
x: 0.413565, y: 0.321205, inside_circle: yes
x: 1.163706, y: -0.726956, inside_circle: no
x: -0.002501, y: 0.858150, inside_circle: yes
x: 0.571361, y: 1.262574, inside_circle: no
x: -0.539020, y: -0.847228, inside_circle: no
x: -0.490664, y: 0.959931, inside_circle: no
x: 1.346410, y: -0.460793, inside_circle: no
x: -0.223194, y: 1.109936, inside_circle: no
x: -0.894640, y: 0.398148, inside_circle: yes
x: 0.238497, y: -1.220298, inside_circle: no
x: 1.044832, y: -0.188116, inside_circle: no
x: -0.576963, y: -0.712116, inside_circle: yes
x: -0.563493, y: 0.415056, inside_circle: yes
x: 1.043974, y: 1.366411, inside_circle: no
x: 0.101496, y: 1.205676, inside_circle: no
x: 0.714778, y: 1.135554, inside_circle: no
x: -0.620621, y: -0.433229, inside_circle: yes
x: 1.116638, y: 0.185845, inside_circle: no
x: 0.674152, y: -1.158505, inside_circle: no
x: -0.082732, y: 0.361327, inside_circle: yes
x: 0.323680, y: -0.339253, inside_circle: yes
x: -0.107617, y: -1.375964, inside_circle: no
x: -0.587828, y: -0.149026, inside_circle: yes
x: -1.086828, y: -1.362729, inside_circle: no
x: -0.042180, y: 1.060394, inside_circle: no
x: 0.678360, y: -1.109811, inside_circle: no
x: 0.074967, y: 0.302074, inside_circle: yes
x: -0.413243, y: 0.433581, inside_circle: yes
x: 1.291803, y: -1.438992, inside_circle: no
x: 0.811901, y: -0.260558, inside_circle: yes
x: -1.092927, y: 1.251534, inside_circle: no
x: -0.403422, y: 0.133312, inside_circle: yes
x: 0.437481, y: -1.235068, inside_circle: no
x: 1.264324, y: -1.127674, inside_circle: no
x: 0.481865, y: -1.347969, inside_circle: no
x: -0.812011, y: -0.141553, inside_circle: yes
x: 1.018555, y: 0.084030, inside_circle: no
x: -0.443904, y: -0.265867, inside_circle: yes
x: -1.205865, y: 0.770420, inside_circle: no
x: 0.945208, y: -0.244752, inside_circle: yes
x: 0.870083, y: 0.086694, inside_circle: yes
x: 1.310783, y: 0.693200, inside_circle: no
x: 1.223062, y: 1.028681, inside_circle: no
x: -0.995089, y: 1.235565, inside_circle: no
x: 0.157517, y: -0.056079, inside_circle: yes
x: 1.322907, y: 1.199086, inside_circle: no
x: -0.125572, y: -1.239753, inside_circle: no
x: -1.207454, y: -0.365081, inside_circle: no
x: -0.550277, y: 1.128555, inside_circle: no
x: 0.438574, y: 0.357466, inside_circle: yes
x: 1.431206, y: 1.071385, inside_circle: no
x: 1.037730, y: -0.638908, inside_circle: no
x: 0.327118, y: 0.378831, inside_circle: yes
x: 0.797781, y: -1.285890, inside_circle: no
x: 1.076781, y: -0.142877, inside_circle: no
x: -1.199041, y: -0.010629, inside_circle: no
x: -0.611194, y: 1.476901, inside_circle: no
x: 0.360907, y: 0.166062, inside_circle: yes
x: -0.486971, y: 0.694728, inside_circle: yes
x: 0.908229, y: -1.333750, inside_circle: no
x: -1.016263, y: -0.542149, inside_circle: no
x: -0.999513, y: -0.299385, inside_circle: no
x: 1.474333, y: -1.246903, inside_circle: no
x: -0.524957, y: -0.332188, inside_circle: yes
x: 1.149981, y: 0.967782, inside_circle: no
x: 1.249890, y: 0.191018, inside_circle: no
x: -0.081394, y: 1.154552, inside_circle: no
x: 0.681630, y: 0.741488, inside_circle: no
x: 0.153058, y: -1.422517, inside_circle: no
x: 1.480862, y: 0.930868, inside_circle: no
x: -1.450214, y: 1.342272, inside_circle: no
x: 0.760602, y: -0.947948, inside_circle: no
x: -0.726273, y: -0.485532, inside_circle: yes
x: 1.256724, y: 0.205738, inside_circle: no
x: -0.321533, y: -1.409644, inside_circle: no
x: -0.437313, y: -0.079288, inside_circle: yes
x: -0.983137, y: 0.767860, inside_circle: no
x: -0.532873, y: 1.336612, inside_circle: no
x: 1.162463, y: -1.326609, inside_circle: no
x: -1.420171, y: -0.111719, inside_circle: no
x: 0.108805, y: 1.372658, inside_circle: no
x: 0.529639, y: 1.107212, inside_circle: no
x: -0.080212, y: -0.063525, inside_circle: yes
x: -0.692075, y: 0.738849, inside_circle: no
x: 0.109425, y: 1.355669, inside_circle: no
x: 1.264393, y: 1.385046, inside_circle: no
x: -0.612861, y: -1.023825, inside_circle: no
x: -1.423671, y: -0.522344, inside_circle: no
x: 0.662812, y: -1.238532, inside_circle: no
x: -1.076241, y: 0.512394, inside_circle: no
x: 1.457667, y: -1.012212, inside_circle: no
x: -1.339045, y: -0.544421, inside_circle: no
x: 1.421519, y: 0.150363, inside_circle: no
x: 1.325147, y: 0.851094, inside_circle: no
x: 0.340635, y: 0.600698, inside_circle: yes
x: -1.464525, y: 0.660025, inside_circle: no
x: -1.438152, y: -1.084201, inside_circle: no
x: 1.083019, y: -1.314882, inside_circle: no
x: -1.361927, y: -0.865808, inside_circle: no
x: 1.315163, y: -0.349343, inside_circle: no
x: -0.671770, y: -0.298814, inside_circle: yes
x: 1.284879, y: -1.237610, inside_circle: no
x: 1.383801, y: 0.599482, inside_circle: no
x: 1.317473, y: 0.224578, inside_circle: no
x: 1.157528, y: -0.470267, inside_circle: no
x: 0.986710, y: -0.734547, inside_circle: no
x: -0.247125, y: 0.227883, inside_circle: yes
x: 0.279553, y: -1.337333, inside_circle: no
x: 0.937318, y: -0.495690, inside_circle: no
x: 1.210015, y: -1.138172, inside_circle: no
x: -1.144329, y: 0.882436, inside_circle: no
x: -0.570134, y: -0.024888, inside_circle: yes
x: 0.886218, y: -1.104646, inside_circle: no
x: -0.344612, y: 0.853082, inside_circle: yes
x: 1.249004, y: 0.253885, inside_circle: no
x: 0.458769, y: 1.414726, inside_circle: no
x: 1.000384, y: 0.057043, inside_circle: no
x: 0.876999, y: -0.720109, inside_circle: no
x: -0.743036, y: 0.070338, inside_circle: yes
x: -0.608892, y: 1.348293, inside_circle: no
x: -0.491703, y: 0.190067, inside_circle: yes
x: 1.410810, y: 0.229970, inside_circle: no
x: 0.724599, y: 0.804589, inside_circle: no
x: -0.760864, y: 1.031485, inside_circle: no
x: -0.555491, y: 0.017415, inside_circle: yes
x: 0.904868, y: -0.790107, inside_circle: no
x: 0.241881, y: 0.526150, inside_circle: yes
x: -0.547714, y: 1.215297, inside_circle: no
x: 0.553670, y: 0.184852, inside_circle: yes
x: -0.602664, y: -0.323146, inside_circle: yes
x: -0.305237, y: -0.046072, inside_circle: yes
x: 1.105623, y: -1.311836, inside_circle: no
x: -1.169156, y: -0.618672, inside_circle: no
x: -0.435615, y: 0.678181, inside_circle: yes
x: -1.156863, y: -1.498286, inside_circle: no
x: 0.452835, y: -1.334884, inside_circle: no
x: -0.878437, y: -1.214355, inside_circle: no
x: 0.197534, y: -1.359731, inside_circle: no
x: 1.076989, y: 1.313796, inside_circle: no
x: -0.801058, y: 0.087574, inside_circle: yes
x: 0.288880, y: -0.496437, inside_circle: yes
x: -0.352039, y: 0.464426, inside_circle: yes
x: 1.172773, y: 0.913419, inside_circle: no
x: 1.092715, y: -0.595889, inside_circle: no
x: 0.199956, y: -0.688119, inside_circle: yes
x: -1.103768, y: 0.435664, inside_circle: no
x: 0.434716, y: 0.849360, inside_circle: yes
x: -0.481643, y: -1.388916, inside_circle: no
x: -1.402744, y: 0.398416, inside_circle: no
x: -1.210689, y: 0.119471, inside_circle: no
x: 0.994136, y: 0.200051, inside_circle: no
x: 0.954643, y: -1.354456, inside_circle: no
x: 0.043412, y: 0.286255, inside_circle: yes
x: -0.140707, y: -1.485402, inside_circle: no
x: 1.423352, y: -0.472358, inside_circle: no
x: 1.468795, y: -0.829849, inside_circle: no
x: -0.079367, y: -1.045908, inside_circle: no
x: 0.814307, y: -0.473920, inside_circle: yes
x: 0.157607, y: -1.297092, inside_circle: no
x: 0.937367, y: 1.160007, inside_circle: no
x: -0.884909, y: -0.046754, inside_circle: yes
x: -0.678026, y: -0.652471, inside_circle: yes
x: -0.728505, y: 0.866858, inside_circle: no
x: 0.050364, y: -1.303413, inside_circle: no
x: -1.478753, y: -1.360115, inside_circle: no
x: 0.215257, y: -0.567149, inside_circle: yes
x: -1.195362, y: -1.021085, inside_circle: no
x: 0.273941, y: 0.892676, inside_circle: yes
x: -1.483016, y: -0.759484, inside_circle: no
x: -0.024752, y: -0.945057, inside_circle: yes
x: 1.291305, y: 0.098919, inside_circle: no
x: -0.060334, y: 0.722271, inside_circle: yes
x: 0.851731, y: -0.418212, inside_circle: yes
x: -0.258377, y: 0.326973, inside_circle: yes
x: 0.705273, y: -1.165356, inside_circle: no
x: 0.481832, y: 0.546768, inside_circle: yes
x: 0.957491, y: -0.265995, inside_circle: yes
x: -0.196901, y: -0.783452, inside_circle: yes
x: 1.249202, y: -0.961642, inside_circle: no
x: 0.065597, y: 1.144261, inside_circle: no
x: 0.511439, y: 0.186442, inside_circle: yes
x: 1.450905, y: 0.374660, inside_circle: no
x: -0.849385, y: -1.422034, inside_circle: no
x: 1.485638, y: 0.661714, inside_circle: no
x: -0.603654, y: 0.767627, inside_circle: yes
x: -1.009016, y: -0.061175, inside_circle: no
x: 0.634608, y: -1.400428, inside_circle: no
x: 0.067713, y: 1.116011, inside_circle: no
x: 1.028411, y: 0.293041, inside_circle: no
x: -0.932325, y: -1.364883, inside_circle: no
x: -0.139733, y: 1.029299, inside_circle: no
x: -0.805175, y: 0.904536, inside_circle: no
x: -0.413094, y: 1.353754, inside_circle: no
x: 0.009358, y: 1.442673, inside_circle: no
x: -1.393511, y: -0.240465, inside_circle: no
x: 0.837250, y: -0.435087, inside_circle: yes
x: -1.129429, y: 1.152178, inside_circle: no
x: 0.189391, y: 0.424225, inside_circle: yes
x: -1.498317, y: 0.278273, inside_circle: no
x: -1.078987, y: 0.621502, inside_circle: no
x: -0.472230, y: -1.050130, inside_circle: no
x: -0.649962, y: -0.027298, inside_circle: yes
x: 0.294501, y: -1.275365, inside_circle: no
x: -0.947502, y: 0.310874, inside_circle: yes
x: -1.139924, y: 0.928387, inside_circle: no
x: 0.355163, y: 1.089703, inside_circle: no
x: -1.282345, y: -0.128639, inside_circle: no
x: -0.614208, y: 0.837476, inside_circle: no
x: -0.956941, y: -0.650061, inside_circle: no
x: 0.455928, y: 0.302777, inside_circle: yes
x: -0.651237, y: 1.298870, inside_circle: no
x: 0.343510, y: 1.432736, inside_circle: no
x: 0.740884, y: 0.174963, inside_circle: yes
x: 0.386370, y: -1.457336, inside_circle: no
x: 0.044043, y: -1.346141, inside_circle: no
x: -0.447463, y: 0.221621, inside_circle: yes
x: 0.471961, y: -0.384314, inside_circle: yes
x: 0.633065, y: 0.591838, inside_circle: yes
x: 1.429233, y: 1.320825, inside_circle: no
x: -0.986646, y: -1.107624, inside_circle: no
x: -0.078804, y: -0.134363, inside_circle: yes
x: 1.455558, y: -0.477506, inside_circle: no
x: -1.314703, y: -1.037946, inside_circle: no
x: 1.463298, y: -0.661606, inside_circle: no
x: -0.752267, y: 0.969733, inside_circle: no
x: 0.030411, y: -1.047393, inside_circle: no
x: 1.071133, y: -0.055500, inside_circle: no
x: -1.404571, y: -0.549447, inside_circle: no
x: -1.294767, y: -0.427902, inside_circle: no
x: -1.443120, y: -0.697215, inside_circle: no
x: 0.729194, y: 1.032780, inside_circle: no
x: -0.047931, y: 0.309802, inside_circle: yes
x: -1.128997, y: 0.304900, inside_circle: no
x: 0.809321, y: 0.616892, inside_circle: no
x: -0.776157, y: -0.769775, inside_circle: no
x: -1.215496, y: -0.813029, inside_circle: no
x: 1.100215, y: 0.892504, inside_circle: no
x: -1.305732, y: 0.829069, inside_circle: no
x: 0.958150, y: 0.249451, inside_circle: yes
x: -0.481547, y: 0.512350, inside_circle: yes
x: -0.927961, y: -0.225061, inside_circle: yes
x: -1.218433, y: 1.214138, inside_circle: no
x: 1.195444, y: -0.969662, inside_circle: no
x: -0.025280, y: 0.753534, inside_circle: yes
x: -0.787663, y: -1.319481, inside_circle: no
x: -1.036294, y: -1.074694, inside_circle: no
x: -1.378402, y: -0.086168, inside_circle: no
x: -0.247262, y: 0.896167, inside_circle: yes
x: -0.689326, y: 1.216679, inside_circle: no
x: 0.292924, y: -0.321140, inside_circle: yes
x: -1.171340, y: -1.023997, inside_circle: no
x: 0.982198, y: 0.215494, inside_circle: no
x: 0.206032, y: 0.631131, inside_circle: yes
x: 0.406238, y: -1.418655, inside_circle: no
x: 0.892974, y: -1.059539, inside_circle: no
x: -0.954470, y: 0.721155, inside_circle: no
x: 0.634274, y: -0.092038, inside_circle: yes
x: -0.872324, y: -0.888457, inside_circle: no
x: -0.595403, y: -0.628734, inside_circle: yes
x: 0.727812, y: -0.057460, inside_circle: yes
x: 0.547176, y: -0.422530, inside_circle: yes
x: -0.009180, y: -1.149923, inside_circle: no
x: 0.977156, y: 0.757223, inside_circle: no
x: -1.019469, y: 1.000670, inside_circle: no
x: -0.443337, y: 1.076856, inside_circle: no
x: -0.087104, y: -1.120798, inside_circle: no
x: 0.478115, y: 0.981216, inside_circle: no
x: 0.762981, y: 0.343548, inside_circle: yes
x: 1.036611, y: -0.578824, inside_circle: no
x: 1.169306, y: -0.539322, inside_circle: no
x: 0.909693, y: 1.042792, inside_circle: no
x: -0.462786, y: -1.496456, inside_circle: no
x: 0.151234, y: -0.839691, inside_circle: yes
x: -0.873159, y: 0.196611, inside_circle: yes
x: -0.303993, y: -1.142986, inside_circle: no
x: -0.875332, y: 1.205556, inside_circle: no
x: -0.170184, y: -0.965521, inside_circle: yes
x: -0.109258, y: -0.413898, inside_circle: yes
x: 0.036389, y: 0.838423, inside_circle: yes
x: -1.043695, y: 0.436089, inside_circle: no
x: -0.112837, y: 0.389397, inside_circle: yes
x: 1.389178, y: -1.170110, inside_circle: no
x: -0.440373, y: 1.447714, inside_circle: no
x: -0.001318, y: 1.033511, inside_circle: no
x: -0.544692, y: 0.456105, inside_circle: yes
x: 0.470592, y: -0.803842, inside_circle: yes
x: -0.459780, y: -0.266539, inside_circle: yes
x: -1.349263, y: 0.542008, inside_circle: no
x: -0.246817, y: -0.890597, inside_circle: yes
x: -1.352958, y: 0.639733, inside_circle: no
x: 1.256527, y: 0.986784, inside_circle: no
x: 0.655591, y: -0.787682, inside_circle: no
x: 0.561541, y: 1.000969, inside_circle: no
x: 0.106581, y: 1.429667, inside_circle: no
x: -0.949870, y: 1.403265, inside_circle: no
x: 1.049244, y: -0.951037, inside_circle: no
x: 1.112852, y: 0.049605, inside_circle: no
x: -0.744583, y: -1.446776, inside_circle: no
x: -1.489323, y: 0.789099, inside_circle: no
x: 1.428208, y: 0.860942, inside_circle: no
x: -1.150459, y: 0.372392, inside_circle: no
x: -1.232429, y: 0.915729, inside_circle: no
x: 0.265930, y: 0.843030, inside_circle: yes
x: 1.244685, y: -1.048051, inside_circle: no
x: 0.804465, y: 1.447492, inside_circle: no
x: -0.779749, y: -1.255208, inside_circle: no
x: 0.038266, y: 0.555831, inside_circle: yes
x: 1.495723, y: -1.228827, inside_circle: no
x: -0.884115, y: 0.471176, inside_circle: no
x: -0.441496, y: 0.878163, inside_circle: yes
x: -0.771983, y: 1.485445, inside_circle: no
x: 0.950401, y: 0.139869, inside_circle: yes
x: -1.212472, y: -0.889580, inside_circle: no
x: -0.598056, y: 0.747804, inside_circle: yes
x: -1.238916, y: 1.219911, inside_circle: no
x: 0.521329, y: -0.495187, inside_circle: yes
x: -0.241667, y: 1.051982, inside_circle: no
x: -0.439006, y: 0.979645, inside_circle: no
x: -0.888627, y: -0.961257, inside_circle: no
x: -1.330697, y: -0.010378, inside_circle: no
x: 1.274599, y: -0.349515, inside_circle: no
x: 1.034786, y: -0.781405, inside_circle: no
x: 0.305750, y: 0.410233, inside_circle: yes
x: -1.480747, y: 1.304191, inside_circle: no
x: -0.654651, y: -0.414903, inside_circle: yes
x: 0.111225, y: -0.425379, inside_circle: yes
x: 0.351230, y: 1.375952, inside_circle: no
x: -1.446363, y: 0.977609, inside_circle: no
x: 1.053570, y: -0.019245, inside_circle: no
x: 0.501873, y: 0.462097, inside_circle: yes
x: -0.329311, y: -0.030645, inside_circle: yes
x: -0.302830, y: -0.352443, inside_circle: yes
x: -0.754588, y: -1.239087, inside_circle: no
x: -0.018564, y: -0.408633, inside_circle: yes
x: 1.348876, y: -0.039047, inside_circle: no
x: 0.133090, y: 0.395684, inside_circle: yes
x: 0.678198, y: -0.648253, inside_circle: yes
x: -0.207515, y: -1.050934, inside_circle: no
x: 1.203257, y: -1.284918, inside_circle: no
x: 0.233064, y: -0.392749, inside_circle: yes
x: -0.272255, y: -1.079674, inside_circle: no
x: -0.723214, y: -1.128752, inside_circle: no
x: -0.684457, y: -1.260302, inside_circle: no
x: -1.369648, y: -0.049074, inside_circle: no
x: 1.147938, y: -0.917791, inside_circle: no
x: 0.566496, y: -0.922526, inside_circle: no
x: 0.326680, y: -0.418427, inside_circle: yes
x: 1.401275, y: -0.350751, inside_circle: no
x: 1.364102, y: -1.193597, inside_circle: no
x: 0.928912, y: -0.266122, inside_circle: yes
x: -0.410147, y: 0.216643, inside_circle: yes
x: 0.518109, y: 1.432256, inside_circle: no
x: 1.114332, y: 0.530378, inside_circle: no
x: 0.338492, y: 1.118587, inside_circle: no
x: -0.655686, y: 0.337953, inside_circle: yes
x: -0.768270, y: -0.831268, inside_circle: no
x: -0.563045, y: 0.396502, inside_circle: yes
x: -1.369145, y: 0.194007, inside_circle: no
x: -0.787418, y: 0.093205, inside_circle: yes
x: 0.700774, y: -1.065090, inside_circle: no
x: -1.383529, y: -0.691096, inside_circle: no
x: -0.577715, y: 0.591182, inside_circle: yes
x: -0.826135, y: -1.203117, inside_circle: no
x: 0.523284, y: 0.017369, inside_circle: yes
x: -1.255552, y: -0.180451, inside_circle: no
x: -1.067266, y: -0.845508, inside_circle: no
x: 0.262810, y: 1.240464, inside_circle: no
x: -0.705705, y: -0.932458, inside_circle: no
x: 1.361145, y: -1.013166, inside_circle: no
x: -0.655915, y: 0.523123, inside_circle: yes
x: 0.272940, y: -1.451082, inside_circle: no
x: -0.079711, y: 1.090168, inside_circle: no
x: -1.001052, y: 0.867691, inside_circle: no
x: 0.084325, y: -0.334551, inside_circle: yes
x: 0.128847, y: 1.380529, inside_circle: no
x: 1.425704, y: -0.260395, inside_circle: no
x: 0.215066, y: -0.770629, inside_circle: yes
x: 0.805703, y: -0.070448, inside_circle: yes
x: 0.103543, y: -1.392623, inside_circle: no
x: -1.430563, y: 1.030901, inside_circle: no
x: -0.166237, y: 0.251194, inside_circle: yes
x: -1.398192, y: 0.888942, inside_circle: no
x: 0.391858, y: -0.903735, inside_circle: yes
x: 1.038408, y: -0.918503, inside_circle: no
x: 0.319275, y: -1.417958, inside_circle: no
x: 0.429843, y: 0.349827, inside_circle: yes
x: 1.065880, y: -0.098549, inside_circle: no
x: 0.374243, y: 1.047973, inside_circle: no
x: -0.436599, y: 0.618782, inside_circle: yes
x: 0.580244, y: 1.212099, inside_circle: no
x: 0.044105, y: 1.112911, inside_circle: no
x: -0.768093, y: 0.325346, inside_circle: yes
x: -1.337249, y: -1.417410, inside_circle: no
x: 0.828873, y: 0.203866, inside_circle: yes
x: 0.632963, y: -0.521042, inside_circle: yes
x: -0.959744, y: 1.305405, inside_circle: no
x: -1.116944, y: -0.612996, inside_circle: no
