Dataset,ID,IsNonDominated,Obj1,Obj2,Obj3,Obj4,Obj5
5D_1000,736,1,53.2046,30.7404,98.2142,2.33277,84.7417
5D_1000,737,0,26.3115,10.1431,58.5026,73.647,91.8985
5D_1000,738,0,16.4508,5.10945,5.37471,73.9009,99.5516
5D_1000,739,1,73.0671,72.7326,12.8457,89.5515,68.7549
5D_1000,740,0,11.6082,7.8308,90.1687,39.6805,95.1266
5D_1000,741,0,42.8725,29.8192,77.0963,11.782,65.0826
5D_1000,742,0,75.7736,22.4368,12.4466,20.9142,81.0725
5D_1000,743,1,65.2919,69.5827,17.0978,98.1679,66.8269
5D_1000,744,0,88.1037,21.7911,21.293,23.7589,81.8924
5D_1000,745,0,27.3706,96.5245,20.5267,58.1483,39.2102
5D_1000,746,0,56.0494,7.34871,23.4889,84.1186,27.5409
5D_1000,747,1,34.8918,94.4645,59.3961,68.0249,63.6427
5D_1000,748,0,43.8275,22.6324,77.2057,72.7819,20.0072
5D_1000,749,1,93.2839,95.5223,76.7067,36.4414,51.1181
5D_1000,750,1,20.1368,70.9265,85.021,99.6142,85.618
5D_1000,751,0,97.567,87.3349,10.249,9.59362,61.3365
5D_1000,752,0,50.0745,39.6934,39.2272,22.2844,79.6522
5D_1000,753,0,43.3128,72.4269,68.002,2.56483,24.3491
5D_1000,754,0,42.9652,17.4189,18.0769,65.6946,16.1053
5D_1000,755,0,11.5818,65.0566,26.2218,24.6662,22.6219
5D_1000,756,0,83.8596,56.1918,42.5558,20.2468,57.147
5D_1000,757,0,17.0675,4.21206,21.0903,43.034,85.3722
5D_1000,758,1,91.9287,83.8371,91.6483,30.7828,81.7401
5D_1000,759,0,71.3606,69.652,52.0782,49.4285,36.7731
5D_1000,760,1,88.7665,30.6521,85.5965,37.7044,85.2222
5D_1000,761,0,50.7589,28.7575,82.0598,33.2873,18.289
5D_1000,762,0,22.9836,3.18834,21.6821,24.8891,55.4141
5D_1000,763,0,32.4737,37.6751,70.1947,8.52328,85.4935
5D_1000,764,1,61.0898,90.1486,40.0482,78.0244,38.9304
5D_1000,765,0,28.3712,1.67779,86.6231,89.437,79.1269
5D_1000,766,1,22.1364,98.1957,41.0833,92.3099,26.656
5D_1000,767,0,84.8526,86.3101,14.2328,12.5332,81.9961
5D_1000,768,1,76.2969,68.2026,87.2842,75.2032,91.3108
5D_1000,769,0,61.8447,7.53198,62.0645,43.0028,88.8483
5D_1000,770,0,20.4181,19.654,43.7436,91.6518,2.06228
5D_1000,771,0,98.2742,25.7938,2.28557,63.1747,55.4538
5D_1000,772,0,80.8061,91.1007,10.4047,10.9613,80.684
5D_1000,773,0,92.6961,9.65863,14.6928,63.2061,65.1145
5D_1000,774,0,96.1768,78.4148,17.4255,69.4306,38.9783
5D_1000,775,0,68.7979,61.8851,3.90339,77.2932,51.1283
5D_1000,776,0,5.79552,9.00446,35.1089,90.1612,14.7565
5D_1000,777,0,24.0618,66.5833,89.9784,62.2762,30.4207
5D_1000,778,0,14.2099,29.5941,21.6067,13.5908,43.2865
5D_1000,779,0,61.8121,73.7663,49.1926,26.9693,31.2251
5D_1000,780,0,63.8419,2.46474,42.5183,26.5318,91.3592
5D_1000,781,0,64.547,57.8947,48.2987,82.4936,52.6443
5D_1000,782,0,32.5687,95.1579,31.8144,44.1058,5.27708
5D_1000,783,0,36.2818,45.0313,68.7037,38.5195,67.7787
5D_1000,784,0,13.0407,97.1442,48.7614,58.1952,8.12772
5D_1000,785,0,0.234305,76.5071,22.394,65.7328,5.96006
5D_1000,786,0,29.465,34.1733,47.4776,71.2802,33.1991
5D_1000,787,0,97.2372,45.6901,18.4354,37.9942,67.2544
5D_1000,788,0,11.3909,67.9485,85.0686,94.936,68.2207
5D_1000,789,0,55.7292,72.6603,22.3814,52.0069,46.0383
5D_1000,790,0,27.47,17.6953,94.1129,73.7238,16.1214
5D_1000,791,0,88.4848,91.362,13.2132,28.8389,58.2063
5D_1000,792,1,21.6134,91.0374,27.477,98.2795,51.0631
5D_1000,793,0,9.17645,51.5434,75.2708,97.3855,57.1319
5D_1000,794,0,48.7594,1.14846,93.8753,33.8589,76.8288
5D_1000,795,1,4.70705,60.59,96.8244,78.8522,26.7053
5D_1000,796,0,25.4728,87.9525,42.7042,34.0313,70.1689
5D_1000,797,0,72.6847,55.2431,53.4472,38.9957,75.9946
5D_1000,798,0,10.5235,80.853,37.3797,47.3025,63.9133
5D_1000,799,0,24.429,41.669,14.8212,68.551,77.6659
5D_1000,800,1,60.2567,73.0401,92.8473,78.2076,20.1372
5D_1000,801,0,18.796,60.6066,91.0024,46.2668,31.5789
5D_1000,802,0,76.9653,90.8601,58.4074,30.4854,4.00478
5D_1000,803,0,60.0435,16.5611,37.3641,90.4645,8.54778
5D_1000,804,0,67.267,72.6976,49.2107,46.0717,23.0204
5D_1000,805,0,29.3804,12.6193,97.3739,36.6267,6.71436
5D_1000,806,0,13.9235,5.94628,29.9922,59.6776,89.2415
5D_1000,807,0,60.253,30.2604,60.0117,28.2576,10.1239
5D_1000,808,0,31.3901,15.2604,58.4671,34.3377,84.7805
5D_1000,809,0,30.6078,39.7238,3.31365,20.4244,14.7422
5D_1000,810,0,56.4193,49.4477,81.8582,58.145,19.4609
5D_1000,811,0,75.1856,52.9115,28.9217,44.5261,23.4513
5D_1000,812,0,89.8406,88.7641,41.876,1.7332,74.4921
5D_1000,813,0,73.1772,75.5815,50.2239,22.7456,49.8513
5D_1000,814,0,71.6854,86.1136,54.9873,20.253,11.641
5D_1000,815,0,33.4482,17.934,82.4257,52.209,96.5154
5D_1000,816,0,62.4568,27.6493,77.4589,37.5752,77.3827
5D_1000,817,0,53.887,68.8853,58.5932,41.6328,62.0014
5D_1000,818,0,58.3158,48.4654,89.1021,19.9498,80.2842
5D_1000,819,1,76.3285,81.6772,83.3865,67.8336,93.278
5D_1000,820,0,89.4227,75.3483,10.3209,50.6592,12.974
5D_1000,821,1,63.8696,59.4222,54.6496,85.4887,85.6786
5D_1000,822,0,29.2037,21.4697,46.4419,84.9814,53.2911
5D_1000,823,0,60.3645,33.0939,4.46554,41.1743,41.3737
5D_1000,824,0,61.4088,46.2026,0.991084,51.6517,13.2515
5D_1000,825,0,28.6949,39.5134,33.9796,83.8256,25.6365
5D_1000,826,0,61.6791,5.99882,6.10455,54.5742,76.4289
5D_1000,827,1,90.172,80.3175,2.22683,68.7746,99.0432
5D_1000,828,1,42.5962,63.54,5.33711,25.8356,99.7871
5D_1000,829,0,27.5233,2.16216,86.6842,38.5952,46.8725
5D_1000,830,0,69.0137,7.44382,75.2759,23.8515,78.2046
5D_1000,831,0,60.2787,36.4598,24.4521,10.8149,19.3429
5D_1000,832,0,94.9604,49.4673,36.0292,16.4064,85.7046
5D_1000,833,0,23.8382,76.2105,44.1099,86.2736,20.1731
5D_1000,834,0,71.7388,35.6519,89.8815,26.7382,35.4339
5D_1000,835,0,39.4395,6.77341,53.287,62.5409,97.4551
5D_1000,836,0,49.9967,67.5971,3.83254,40.7172,16.0209
5D_1000,837,0,6.55746,45.2769,39.3712,1.0236,19.9653
5D_1000,838,0,21.3467,75.3413,16.8742,44.8211,65.4579
5D_1000,839,0,87.091,45.3319,31.7632,56.743,66.4779
5D_1000,840,0,40.6848,2.87039,6.03494,91.6764,2.94315
5D_1000,841,0,35.4369,18.3282,8.84229,85.0398,23.4738
5D_1000,842,0,6.52054,81.6381,63.7442,39.5085,75.4462
5D_1000,843,0,48.3926,53.8287,64.1981,35.7638,43.5664
5D_1000,844,1,21.848,91.2031,81.7938,47.135,78.1329
5D_1000,845,1,50.1168,95.728,95.276,7.46516,69.5561
5D_1000,846,0,87.8451,75.102,9.14005,17.4986,45.4468
5D_1000,847,0,48.3219,4.67774,40.5281,68.3736,47.1798
5D_1000,848,0,8.34144,82.8933,29.7973,79.5136,9.7207
5D_1000,849,0,47.0164,48.5393,23.6798,99.2924,65.9418
5D_1000,850,0,75.2918,42.8848,78.7949,52.6474,42.3128
5D_1000,851,0,28.6835,72.7039,3.28645,63.9472,68.9911
5D_1000,852,0,38.385,47.7792,38.1516,23.1866,46.3176
5D_1000,853,0,58.5848,63.5118,2.9556,77.7345,20.1558
5D_1000,854,0,22.2,58.263,19.8338,62.4697,80.0686
5D_1000,855,1,95.7236,64.9429,88.8894,25.2546,91.4295
5D_1000,856,1,17.5785,96.7865,83.8734,68.1473,13.4834
5D_1000,857,0,38.6891,80.9407,32.2583,74.046,34.6665
5D_1000,858,0,61.65,14.4025,6.20731,28.021,17.5173
5D_1000,859,0,1.55557,30.1363,27.5502,57.9584,37.681
5D_1000,860,1,51.1427,79.2452,85.7715,49.4372,71.098
5D_1000,861,1,67.2082,90.637,32.7417,92.1287,71.9523
5D_1000,862,0,49.619,68.3373,77.2937,34.89,37.9662
5D_1000,863,1,66.0988,42.6882,84.0162,83.277,79.4235
5D_1000,864,0,62.5497,48.9611,7.21865,8.09701,75.4724
5D_1000,865,0,38.0961,52.0713,53.6325,41.1148,27.5233
5D_1000,866,0,33.858,20.5028,93.9925,9.05629,7.09241
5D_1000,867,0,28.4631,96.1737,11.5461,48.7626,40.7345
5D_1000,868,0,58.2586,12.487,99.0186,19.1618,60.279
5D_1000,869,0,31.3158,95.6767,74.6535,19.8333,18.9416
5D_1000,870,1,90.0012,91.4929,4.79694,71.2113,43.042
5D_1000,871,1,95.7211,44.1972,77.0986,33.1563,61.5045
5D_1000,872,0,41.3348,49.4868,63.2058,63.2796,38.8687
5D_1000,873,0,50.2695,3.08776,25.8487,56.4245,66.4811
5D_1000,874,0,7.19578,37.3527,73.257,69.1376,29.9617
5D_1000,875,0,18.8542,42.3614,24.6492,43.667,18.0727
5D_1000,876,0,10.6089,13.344,72.0622,8.5616,66.7572
5D_1000,877,0,5.69542,36.9141,11.183,35.3808,74.7197
5D_1000,878,1,94.9892,5.92097,88.9182,63.8359,86.4437
5D_1000,879,0,34.3922,89.641,78.8717,90.2282,0.986922
5D_1000,880,0,40.0299,28.9214,20.8009,67.0551,81.3249
5D_1000,881,0,83.6492,28.5716,57.7232,3.44407,49.4865
5D_1000,882,1,43.9809,0.159116,65.2435,99.9059,30.1701
5D_1000,883,0,63.4912,47.7604,67.1152,42.5124,92.3489
5D_1000,884,1,98.4865,46.6471,28.3157,76.1056,79.9949
5D_1000,885,0,88.5955,37.5129,84.1625,10.3694,56.0796
5D_1000,886,1,11.6983,39.5098,96.7112,41.6923,96.6369
5D_1000,887,0,47.2858,79.3483,37.927,55.0986,10.7635
5D_1000,888,0,61.9774,93.7505,16.8477,16.8968,82.6213
5D_1000,889,1,9.61697,99.4836,80.2805,53.9877,69.3892
5D_1000,890,0,35.9545,36.6608,65.5352,87.5085,18.1669
5D_1000,891,0,36.6639,33.6658,74.0158,88.1524,60.8828
5D_1000,892,0,82.7747,43.1552,78.7477,20.8563,85.4537
5D_1000,893,0,42.6437,58.7758,28.4137,50.2816,42.4418
5D_1000,894,0,67.1562,66.1952,58.6864,20.568,31.1754
5D_1000,895,0,65.9831,69.3026,38.277,67.8508,21.4026
5D_1000,896,0,52.1487,98.3978,33.1995,50.5604,19.8348
5D_1000,897,1,70.3584,89.3827,49.5998,61.4779,92.7224
5D_1000,898,0,12.423,41.4522,64.8189,4.04738,79.5441
5D_1000,899,0,72.1854,15.7522,59.5766,60.8005,53.9039
5D_1000,900,0,4.1556,28.5435,87.0085,96.6471,37.656
5D_1000,901,0,23.9704,29.734,19.0164,26.3163,52.3503
5D_1000,902,0,15.0641,73.3681,58.8554,34.7367,98.0198
5D_1000,903,0,30.9043,92.4547,22.3718,0.567025,78.9871
5D_1000,904,0,61.5196,0.350296,47.6632,44.7471,76.9713
5D_1000,905,0,9.4546,33.1033,48.2144,35.6955,81.9833
5D_1000,906,0,9.28306,87.5514,40.6034,49.8682,6.05265
5D_1000,907,0,4.73549,80.1359,34.2637,77.9311,67.0846
5D_1000,908,0,78.1056,81.513,4.39719,17.5078,81.0323
5D_1000,909,0,63.4493,37.1581,51.5686,63.8313,13.9025
5D_1000,910,0,95.9603,45.5308,91.645,32.8668,16.7115
5D_1000,911,0,9.19681,45.3158,6.65798,74.6492,26.3699
5D_1000,912,0,54.362,71.4784,69.4692,49.5707,45.7111
5D_1000,913,0,25.8941,25.8454,28.1915,4.00137,60.4175
5D_1000,914,1,88.0754,96.0944,71.8511,28.6461,19.2202
5D_1000,915,1,58.293,50.4518,22.5252,96.8568,97.0014
5D_1000,916,0,45.2948,0.769426,12.3367,25.6186,22.3899
5D_1000,917,0,74.6394,13.7579,85.5395,41.9977,51.0293
5D_1000,918,0,54.5954,31.8121,15.5228,96.3715,33.6083
5D_1000,919,0,21.7003,2.50028,30.1233,69.5998,76.3545
5D_1000,920,0,41.936,72.3013,60.101,11.454,52.2218
5D_1000,921,0,22.3578,3.02532,48.4781,9.62519,89.183
5D_1000,922,0,67.9147,31.2735,36.6004,22.9114,68.4752
5D_1000,923,0,12.4793,54.7631,66.6066,35.5231,88.2656
5D_1000,924,1,76.2481,90.9052,74.2221,14.3328,80.542
5D_1000,925,0,67.3762,11.7094,34.9939,56.5659,79.4917
5D_1000,926,1,48.1415,88.9379,97.6939,61.4944,73.5521
5D_1000,927,0,11.5217,90.6451,30.6396,58.6966,58.5766
5D_1000,928,0,80.6743,27.0496,88.1069,27.7039,17.9887
5D_1000,929,0,68.6584,43.1631,95.9038,22.0151,12.1624
5D_1000,930,0,85.4812,51.056,3.98912,44.3799,27.9131
5D_1000,931,1,93.9819,88.8696,73.6995,45.1733,72.6733
5D_1000,932,0,23.4233,32.8231,73.2105,98.8793,7.4712
5D_1000,933,0,71.4324,1.74912,52.8254,74.0076,8.20555
5D_1000,934,0,0.81761,52.1422,1.6968,61.135,28.2101
5D_1000,935,0,29.1851,10.3473,23.8264,65.2947,45.5082
5D_1000,936,0,3.74633,62.8628,29.7517,69.7111,69.1193
5D_1000,937,0,21.7736,82.6704,79.356,4.66103,7.39507
5D_1000,938,0,22.2992,55.1572,12.057,78.7886,58.7557
5D_1000,939,0,6.5279,56.9933,10.3212,56.7388,64.1315
5D_1000,940,0,42.1215,42.2119,21.7819,51.138,76.9018
5D_1000,941,0,16.7275,38.2708,60.7778,6.22271,72.3462
5D_1000,942,0,67.8956,58.3424,5.62194,61.8296,21.8838
5D_1000,943,1,45.5294,73.3552,60.2161,99.0585,22.3426
5D_1000,944,0,4.66684,84.756,41.6483,7.7073,13.0137
5D_1000,945,0,33.2844,41.936,33.2166,50.7767,47.4872
5D_1000,946,0,32.8228,69.8776,23.9142,25.8489,53.9122
5D_1000,947,0,48.1791,34.2875,7.99234,92.7983,58.2079
5D_1000,948,0,53.2395,49.0967,45.3091,77.873,2.45378
5D_1000,949,0,32.6624,31.5137,40.462,73.761,26.0876
5D_1000,950,0,75.2495,30.2165,3.08641,78.3229,9.78433
5D_1000,951,0,30.7198,38.1524,4.47874,51.7905,33.3353
5D_1000,952,0,3.24331,48.2528,10.1178,41.6922,71.105
5D_1000,953,0,19.9748,71.5961,63.1542,5.59979,3.67211
5D_1000,954,0,41.682,57.8497,31.4232,12.4562,29.6174
5D_1000,955,0,29.7664,76.2738,74.5527,68.4036,43.7702
5D_1000,956,0,50.8137,7.66281,29.118,91.5086,26.594
5D_1000,957,1,67.0259,67.4498,53.865,79.9167,59.9127
5D_1000,958,0,79.4826,39.8604,16.3266,66.0844,31.0256
5D_1000,959,0,5.58376,81.4918,52.5156,15.1674,39.8727
5D_1000,960,0,30.8849,43.2874,34.4076,4.84058,4.4358
5D_1000,961,0,14.1541,93.7746,86.7563,45.2556,62.274
5D_1000,962,0,36.0744,81.0473,23.9758,77.0714,78.6564
5D_1000,963,0,11.4086,36.7375,82.9594,24.0426,3.5086
5D_1000,964,0,19.1725,28.5591,40.6401,45.6402,84.2393
5D_1000,965,0,83.9503,51.5182,88.7366,29.2773,69.5228
5D_1000,966,0,36.7458,72.0402,85.3698,4.80689,64.9528
5D_1000,967,0,7.72006,92.0955,13.9705,52.3722,1.82064
5D_1000,968,1,69.2576,31.204,84.2087,84.7828,76.5205
5D_1000,969,1,11.5641,90.998,41.8688,98.1748,15.9113
5D_1000,970,0,77.5986,77.7359,32.5466,49.6774,45.0205
5D_1000,971,0,72.6036,64.8739,7.50962,51.9933,58.9563
5D_1000,972,0,68.8966,7.64082,48.6859,9.77702,50.2754
5D_1000,973,0,30.2192,45.0462,70.2507,55.7868,72.0254
5D_1000,974,0,47.5688,49.0208,75.5925,36.865,61.6278
5D_1000,975,0,35.3841,69.2296,81.5829,84.9755,5.6706
5D_1000,976,0,64.0492,34.2313,80.7446,69.0869,1.71734
5D_1000,977,0,50.4252,56.5069,2.04365,28.3024,58.3654
5D_1000,978,0,1.68619,49.4993,8.50532,68.9123,87.7361
5D_1000,979,0,48.3074,19.9281,70.3954,47.8388,10.636
5D_1000,980,0,9.04109,93.5525,31.8329,11.1502,55.5179
5D_1000,981,0,69.2964,63.607,86.2358,43.938,36.3904
5D_1000,982,1,76.8422,23.9604,83.0829,77.4943,94.986
5D_1000,983,0,81.8227,38.8417,1.63735,75.0074,35.1382
5D_1000,984,1,40.3818,88.1481,97.8793,77.0996,53.4724
5D_1000,985,0,21.5571,5.87353,19.9546,70.2853,88.0739
5D_1000,986,0,87.4373,55.8457,42.1935,13.7256,43.9858
5D_1000,987,0,7.61155,2.84433,35.2086,12.5508,90.7529
5D_1000,988,0,11.1526,21.4823,76.432,97.5905,53.8574
5D_1000,989,0,58.4209,21.8353,4.48806,36.5417,31.5479
5D_1000,990,0,9.164,64.4052,39.2457,26.7641,2.34357
5D_1000,991,0,57.6766,76.5225,45.1692,68.0165,34.5763
5D_1000,992,1,99.7876,41.0923,63.3773,78.7369,59.9125
5D_1000,993,0,83.5361,18.36,82.3698,5.70956,72.7913
5D_1000,994,0,18.5893,27.8258,22.6823,81.718,74.1145
5D_1000,995,0,34.3415,83.4958,90.5233,28.4719,86.9653
5D_1000,996,1,25.2802,3.28802,94.3768,91.4241,98.9277
5D_1000,997,0,2.01556,47.4041,7.03333,3.37192,49.2373
5D_1000,998,0,22.0957,41.008,9.22079,63.5854,92.0222
5D_1000,999,0,45.9389,1.4259,49.3101,23.5605,34.4561
5D_1000,1000,0,82.1895,33.5841,46.5179,61.9601,39.004
